SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
04372.*A,AIRPORT,ALN,5/31/12,AGL,CHI,IL,ILLINOIS,MADISON,IL,ALTON/ST LOUIS,ST LOUIS RGNL,PU,PU,ST. LOUIS REGIONAL,8 TERMINAL DR SUITE 1,"EAST ALTON, IL 62024",    618-259-2531,DAVID MILLER,"8 TERMINAL DR, SUITE 1","EAST ALTON, IL 62024",    618-259-2531,38-53-23.6989N,140003.6989N,090-02-45.5567W,324165.5567W,E,545,S,01W,2010,,ST LOUIS,4,E,2250,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,ALN,Y,4/1/40,O,IV A U 10/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,2012012,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,126,N,CG,N,,79,10,3,,,,,,,998,19949,13996,1596,12/31/11,FAA,00:00.0,STATE,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L
04413.*A,AIRPORT,BLV,5/31/12,AGL,CHI,IL,ILLINOIS,ST CLAIR,IL,BELLEVILLE,SCOTT AFB/MIDAMERICA,PU,PU,ST CLAIR COUNTY & USAF,10 PUBLIC SQUARE,"BELLEVILLE, IL 62220",    618-277-6600,TIM CANTWELL,"9656 AIR TERMINAL DR, STE 100","MASCOUTAH, IL 62258-5501",    618-566-5240,38-32-42.6000N,138762.6000N,089-50-06.7000W,323406.7000W,E,459,S,02E,1985,,ST LOUIS,14,E,7003,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,BLV,Y,7/1/42,O,I B S 10/1997,N,NOT ANALYZED,N,N,Y,N,F,F,7202011,2031977,100LLA+,MINOR,,NONE,,,SS-SR,Y,122.95,,N,CG,Y,,0,0,,,,35,,51,,,7201,0,14256,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,CARGO",Y
04431.*A,AIRPORT,BMI,5/31/12,AGL,CHI,IL,ILLINOIS,MC LEAN,IL,BLOOMINGTON/NORMAL,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,PU,PU,BLOOMINGTON NORMAL ARPT AUTH,3201 CIRA DRIVE,"BLOOMINGTON, IL 61704",    309-663-7383,CARL G. OLSON,3201 CIRA DRIVE,"BLOOMINGTON, IL 61704",    309-663-7383,40-28-37.6000N,145717.6000N,088-54-57.3000W,320097.3000W,E,871,S,00E,1985,,CHICAGO,3,E,1968,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,BMI,Y,4/1/40,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,12202011,,100LLA,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,124.6,N,CG,N,,72,7,10,0,,,,4948,,5186,5155,12354,373,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
04458.8*A,AIRPORT,CPS,5/31/12,AGL,CHI,IL,ILLINOIS,ST CLAIR,IL,CAHOKIA/ST LOUIS,ST LOUIS DOWNTOWN,PU,PU,BI-STATE DEVELOPMENT AGENCY,6100 ARCHVIEW DRIVE,"CAHOKIA, IL 62206-1445",    618-337-6060,ROBERT L. MCDANIEL,6100 ARCHVIEW DRIVE,"CAHOKIA, IL 62206-1445",    618-337-6060,38-34-13.3144N,138853.3144N,090-09-18.2914W,324558.2914W,E,413,E,00E,2000,,ST LOUIS,1,E,1013,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,CPS,Y,4/1/40,O,IV A U 08/2008,NGY,NO OBJECTION,N,Y,N,Y,S,F,12062011,,100LLA,MAJOR,MAJOR,,HIGH,SEE RMK,SS-SR,Y,122.95,119.925,N,CG,N,,111,26,27,13,1,,,20,,14289,30278,44011,749,10/31/11,FAA,00:00.0,STATE,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L
04477.*A,AIRPORT,MDH,5/31/12,AGL,CHI,IL,ILLINOIS,JACKSON,IL,CARBONDALE/MURPHYSBORO,SOUTHERN ILLINOIS,PU,PU,SOUTHERN ILLINOIS ARPT AUTH,PO BOX 1086,"CARBONDALE, IL 62903",    618-529-1721,GARY R. SHAFER,P O BOX 1086,"CARBONDALE, IL 62903",    618-529-1721,37-46-41.1000N,136001.1000N,089-15-07.3000W,321307.3000W,E,411,S,01W,2010,,ST LOUIS,3,NW,920,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,MDH,Y,9/1/50,O,IV A U 10/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,8302011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,125.35,Y,CG,N,,75,8,1,2,,,1,4,,937,51434,25512,74,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
04494.*A,AIRPORT,CMI,5/31/12,AGL,CHI,IL,ILLINOIS,CHAMPAIGN,IL,CHAMPAIGN/URBANA,UNIVERSITY OF ILLINOIS-WILLARD,PU,PU,UNIV OF ILLINOIS,11 AIRPORT ROAD,"SAVOY, IL 61874",    217-244-8689,STEVE WANZEK,11 AIRPORT RD,"SAVOY, IL 61874",    217-244-8689,40-02-19.8000N,144139.8000N,088-16-40.1000W,317800.1000W,E,755,S,00E,1985,750,CHICAGO,5,SW,1799,ZAU,ZCG,CHICAGO,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,CMI,Y,5/1/45,O,I B S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,7142011,,100LLA1+,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,120.4,N,CG,N,,67,5,10,0,,,,65,,23947,43906,8392,521,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L
04507.*A,AIRPORT,MDW,5/31/12,AGL,CHI,IL,ILLINOIS,COOK,IL,CHICAGO,CHICAGO MIDWAY INTL,PU,PU,CITY OF CHICAGO,5700 S. CICERO,"CHICAGO, IL 60638",    773-838-0608,ERIN O'DONNELL,5700 S CICERO,"CHICAGO, IL 60638",    773-838-0608,41-47-09.5000N,150429.5000N,087-45-08.7000W,315908.7000W,E,620,S,01W,1985,,CHICAGO,9,SW,650,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,MDW,Y,4/1/40,O,I C S 05/1973,NGY3,NO OBJECTION,Y,N,Y,Y,F,F,8122011,,100LLA1+,MAJOR,MAJOR,LOW,LOW,,SS-SR,Y,122.95,,N,CG,Y,,18,1,32,1,,10,,176892,,23021,0,31535,664,12/31/10,NGS,00:00.0,,,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
04508.*A,AIRPORT,ORD,5/31/12,AGL,CHI,IL,ILLINOIS,COOK,IL,CHICAGO,CHICAGO O'HARE INTL,PU,PU,CITY OF CHICAGO,"P.O. BOX 66848, 10510 WEST ZEMKE ROAD","CHICAGO, IL 60666",    773-686-2200,ROSEMARIE S. ANDOLINO,", BOX 66142","CHICAGO, IL 60666",    773-686-8060,41-58-53.9350N,151133.9350N,087-54-24.0171W,316464.0171W,E,672,S,03W,2010,,CHICAGO,14,NW,7627,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,ORD,Y,2/1/44,O,I E S 05/1973,NGPRY,NO OBJECTION,N,Y,Y,Y,F,F,9302011,,100LLA1,MAJOR,MAJOR,HIGH,HIGH/LOW,,SEE RMK,Y,122.95,,N,CG,Y,,,,,,,,,527122,,350749,,7684,146,8/31/11,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,,,Y-L
04974.*A,AIRPORT,RFD,5/31/12,AGL,CHI,IL,ILLINOIS,WINNEBAGO,IL,CHICAGO/ROCKFORD,CHICAGO/ROCKFORD INTL,PU,PU,GREATER ROCKFORD ARPT. AUTH.,60 ARPT DRIVE,"ROCKFORD, IL 61109-2902",    815-969-4011,MIKE DUNN,60 AIRPORT DR,"ROCKFORD, IL 61109-2902",    815-965-4011,42-11-43.3000N,151903.3000N,089-05-50.0000W,320750.0000W,E,742,S,00E,1990,,CHICAGO,68,NW,2900,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,RFD,Y,3/1/50,O,I C S 05/1973,NGPSY,NO OBJECTION,N,Y,N,Y,F,F,5192011,,100LLA    A1+,MAJOR,MAJOR,HIGH,HIGH,,SS-SR,Y,122.95,,N,CG,N,,78,18,15,3,,,,10649,,2426,10212,20676,2318,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L
04564.*A,AIRPORT,DEC,5/31/12,AGL,CHI,IL,ILLINOIS,MACON,IL,DECATUR,DECATUR,PU,PU,DECATUR PARK DISTRICT,BOX 1136,"DECATUR, IL 62525",    217-428-2423,JOSEPH ATTWOOD,910 AIRPORT ROAD,"DECATUR, IL 62521",    217-428-2423,39-50-04.4250N,143404.4250N,088-51-56.4810W,319916.4810W,E,682,S,01W,2000,,ST LOUIS,4,E,2100,ZKC,ZCK,KANSAS CITY,ZAU,ZCG,CHICAGO,,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,DEC,Y,3/1/45,O,II A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2232011,,100LLA,,,,,SEE RMK,SS-SR,Y,122.95,118.9,N,CG,N,,58,7,5,6,,14,,3,,3950,19571,13784,8409,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
04850.*A,AIRPORT,MWA,5/31/12,AGL,CHI,IL,ILLINOIS,WILLIAMSON,IL,MARION,WILLIAMSON COUNTY RGNL,PU,PU,WILLIAMSON COUNTY ARPT AUTH,10400 TERMINAL DR,"MARION, IL 62959",    618-993-3353,DOUGLAS S KIMMEL,10400 TERMINAL DR; SUITE 200,"MARION, IL 62959",    618-993-3353,37-45-17.9000N,135917.9000N,089-00-39.9000W,320439.9000W,E,472,S,01E,1985,,ST LOUIS,4,W,1300,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,MWA,Y,10/1/44,O,II A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,9082011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,128.4,Y,CG,N,,0,0,0,0,,,,23,,5583,13847,5348,614,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"CARGO,CHTR,INSTR,RNTL,SALES",Y-L
04858.1*A,AIRPORT,MTO,5/31/12,AGL,CHI,IL,ILLINOIS,COLES,IL,MATTOON/CHARLESTON,COLES COUNTY MEMORIAL,PU,PU,COLES COUNTY AIRPORT AUTHORITY,432 AIRPORT ROAD,"MATTOON, IL 61938",    217-234-7120,ANDREW FEARN,432 AIRPORT ROAD,"MATTOON, IL 61938",    217-234-7120,39-28-40.5740N,142120.5740N,088-16-45.2580W,317805.2580W,E,722,S,00E,1985,,ST LOUIS,4,E,1225,ZKC,ZCK,KANSAS CITY,ZAU,ZCG,CHICAGO,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,MTO,Y,10/1/51,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2252011,,100LLA,MAJOR,MAJOR,NONE,NONE,,SEE RMK,N,122.7,122.7,Y,CG,N,,49,5,0,3,,,3,,,2550,19000,11000,158,12/31/10,NGS,,,,,"HGR,TIE","AFRT,AGRI,AMB,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
04868.*A,AIRPORT,MLI,5/31/12,AGL,CHI,IL,ILLINOIS,ROCK ISLAND,IL,MOLINE,QUAD CITY INTL,PU,PU,METROPOLITAN AIRPORT AUTH,BOX 9009,"MOLINE, IL 61265",    309-764-9621,BRUCE CARTER,BOX 9009,"MOLINE, IL 61265",    309-764-9621,41-26-53.8281N,149213.8281N,090-30-27.0724W,325827.0724W,E,590,S,01E,1985,,CHICAGO,3,S,2021,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,MLI,Y,4/1/40,O,I B S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,3102011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.4,Y,CG,N,,60,20,7,1,,,,6411,,17229,10720,14333,477,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR",Y-L
04891.*A,AIRPORT,MVN,5/31/12,AGL,CHI,IL,ILLINOIS,JEFFERSON,IL,MOUNT VERNON,MOUNT VERNON,PU,PU,MT VERNON ARPT AUTHORITY,100 AVIATION DRIVE,"MT VERNON, IL 62864",    618-242-7016,CHRIS COLLINS,100 AVIATION DRIVE,"MT VERNON, IL 62864",    618-242-7016,38-19-24.1000N,137964.1000N,088-51-30.6000W,319890.6000W,E,480,S,01W,2000,,ST LOUIS,3,E,1100,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,MVN,Y,4/1/40,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,4202010,,100LLA,MAJOR,MAJOR,,LOW,SEE RMK,SS-SR,N,123,123,Y,CG,N,,23,6,0,2,0,,10,,,2000,5969,11085,1002,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L
04938.*A,AIRPORT,PIA,5/31/12,AGL,CHI,IL,ILLINOIS,PEORIA,IL,PEORIA,GENERAL DOWNING - PEORIA INTL,PU,PU,METROPOLITAN ARPT AUTH OF PEORIA,6100 WEST  E.M. DIRKSEN PKWY,"PEORIA, IL 61607",    309-697-8272,GENE OLSON,6100 WEST  E.M. DIRKSEN PKWY,"PEORIA, IL 61607",    309-697-8272,40-39-51.1000N,146391.1000N,089-41-35.7000W,322895.7000W,E,661,S,01E,1985,,CHICAGO,4,W,3800,ZAU,ZCG,CHICAGO,,,,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,PIA,Y,4/1/40,O,I B S 05/1973,NGY,NO OBJECTION,N,Y,Y,Y,F,F,3292012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,40,3,10,5,,10,,2148,,13240,4040,12632,7901,11/1/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L
04958.*A,AIRPORT,UIN,5/31/12,AGL,CHI,IL,ILLINOIS,ADAMS,IL,QUINCY,QUINCY RGNL-BALDWIN FIELD,PU,PU,CITY OF QUINCY,1645 HWY 104,"QUINCY, IL 62305",    217-885-3262,JEFFREY STEINKAMP,1645 HWY 104,"QUINCY, IL 62305",    217-885-3285,39-56-34.2697N,143794.2697N,091-11-40.5015W,328300.5015W,E,769,S,02E,1985,1000,KANSAS CITY,10,E,1101,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,UIN,Y,4/1/47,O,II A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,11082011,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,123,123,Y,CG,N,,30,7,9,2,,,0,2620,,675,15300,3600,400,12/31/10,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AMB,CHTR,INSTR,RNTL",Y-L
05008.*A,AIRPORT,SPI,5/31/12,AGL,CHI,IL,ILLINOIS,SANGAMON,IL,SPRINGFIELD,ABRAHAM LINCOLN CAPITAL,PU,PU,SPRINGFIELD ARPT AUTH,1200 CAPITAL AIRPORT DR,"SPRINGFIELD, IL 62707-8413",    217-788-1080,MARK HANNA,CAPITAL AIRPORT,"SPRINGFIELD, IL 62707-8419",    217-788-1080,39-50-39.1556N,143439.1556N,089-40-41.1233W,322841.1233W,E,598,S,01W,2005,,ST LOUIS,3,NW,2300,ZKC,ZCK,KANSAS CITY,,,,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,SPI,Y,3/1/47,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,Y,Y,F,F,4122012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,121.3,N,CG,N,,133,29,6,1,,,,364,,6861,6062,14063,3635,12/31/11,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L
05126.*A,AIRPORT,BMG,5/31/12,AGL,CHI,IN,INDIANA,MONROE,IN,BLOOMINGTON,MONROE COUNTY,PU,PU,MONROE COUNTY,972 SOUTH KIRBY ROAD,"BLOOMINGTON, IN 47401",    812-825-5406,BRUCE PAYTON,972 S. KIRBY RD,"BLOOMINGTON, IN 47403",    812-825-5406,39-08-45.6750N,140925.6750N,086-37-00.0497W,311820.0497W,E,846,S,02W,1990,,ST LOUIS,4,SW,1035,ZID,ZCI,INDIANAPOLIS,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,BMG,Y,3/1/42,O,IV A U 10/1974,NGY3,NO OBJECTION,N,N,N,Y,F,F,3162011,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,120.775,Y,CG,N,,69,15,6,2,,,1,44,,1063,12505,19624,235,12/31/10,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",,Y-L
05192.*A,AIRPORT,BAK,5/31/12,AGL,CHI,IN,INDIANA,BARTHOLOMEW,IN,COLUMBUS,COLUMBUS MUNI,PU,PU,CITY OF COLUMBUS,4770 RAY BOLL BLVD,"COLUMBUS, IN 47203",    812-376-2519,ROD BLASDEL,4770 RAY BOLL BLVD,"COLUMBUS, IN 47203",    812-376-2519,39-15-42.9000N,141342.9000N,085-53-46.8000W,309226.8000W,E,656,S,03W,1995,,ST LOUIS,3,N,2000,ZID,ZCI,INDIANAPOLIS,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,BAK,Y,2/1/44,O,IV A U 03/1975,NGPY,NO OBJECTION,N,N,N,Y,F,F,3152012,,100LLA,MAJOR,MAJOR,,HIGH,SEE RMK,SS-SR,Y,122.95,118.6,N,CG,N,,35,11,4,3,1,,1,22,,472,10852,29508,1085,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L
05248.*A,AIRPORT,EKM,5/31/12,AGL,CHI,IN,INDIANA,ELKHART,IN,ELKHART,ELKHART MUNI,PU,PU,CITY OF ELKHART,1211 CO RD 6 W,"ELKHART, IN 46514",    574-264-5217,ANDY JONES,1211 CO RD 6 W,"ELKHART, IN 46514",    574-264-5217,41-43-09.8622N,150189.8622N,086-00-11.5883W,309611.5883W,E,778,S,04W,2005,1000,CHICAGO,3,NW,640,ZAU,ZCG,CHICAGO,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,EKM,Y,4/1/40,O,IV A U 04/1978,NGY,NO OBJECTION,N,N,N,Y,F,S,11122009,,100LLA,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,119.5,Y,CG,N,,43,18,23,0,,2,,,,642,8999,11571,214,12/31/08,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,RNTL,SALES",Y-L
05257.*A,AIRPORT,EVV,5/31/12,AGL,CHI,IN,INDIANA,VANDERBURGH,IN,EVANSVILLE,EVANSVILLE RGNL,PU,PU,EVANSVLLE/VANDERBURG ARPT AUTH,7801 BUSSING DR,"EVANSVILLE, IN 47725-6799",    812-421-4401,DOUG JOEST,7801 BUSSING DR,"EVANSVILLE, IN 47725-6799",    812-421-4401,38-02-18.3000N,136938.3000N,087-31-51.1000W,315111.1000W,E,418,S,00E,1985,,ST LOUIS,3,N,1250,ZID,ZCI,INDIANAPOLIS,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,EVV,Y,4/1/40,O,I B S 05/1973,NGPRY3,NO OBJECTION,N,N,N,Y,F,F,8242010,,100LLA,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,118.7,Y,CG,N,,38,9,8,2,,,,96,,13294,28877,16615,4004,7/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
05282.*A,AIRPORT,FWA,5/31/12,AGL,CHI,IN,INDIANA,ALLEN,IN,FORT WAYNE,FORT WAYNE INTL,PU,PU,FT WAYNE/ALLEN CO ARPT AUTH,SUITE 209-LT PAUL BAER TERM.,"FORT WAYNE, IN 46809",    260-747-4146,SCOTT D. HINDERMAN,SUITE 209-LT PAUL BAER TERM.,"FORT WAYNE, IN 46809",    260-747-4146,40-58-42.5000N,147522.5000N,085-11-42.6000W,306702.6000W,E,814,S,03W,1985,,CHICAGO,7,SW,3351,ZAU,ZCG,CHICAGO,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,FWA,Y,1/1/43,O,I B S 05/1973,NGPY3,NO OBJECTION,N,Y,Y,Y,F,F,6022011,,100LLA,MAJOR,MAJOR,HIGH,,,SEE RMK,Y,122.95,,N,CG,N,,37,19,13,3,,12,,2185,,16715,6394,13799,1868,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
05303.*A,AIRPORT,GYY,5/31/12,AGL,CHI,IN,INDIANA,LAKE,IN,GARY,GARY/CHICAGO INTL,PU,PU,GARY/CHICAGO ARPT AUTH DIST,6001 INDUSTRIAL HWY,"GARY, IN 46406",    219-949-9722,STEVE LANDRY,6001 INDUSTRIAL HWY,"GARY, IN 46406",    219-949-9722,41-36-58.6000N,149818.6000N,087-24-46.0000W,314686.0000W,E,591,S,02W,1990,,CHICAGO,3,NW,675,ZAU,ZCG,CHICAGO,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,GYY,Y,,O,I B U 08/1981,NGSY,NO OBJECTION,N,N,N,Y,F,F,11222011,,100LLA,MAJOR,MAJOR,HIGH,,SEE RMK,SS-SR,Y,,125.6,N,CG,Y,,33,17,26,8,,,,360,,963,10564,14898,3948,10/31/11,OWNER,00:00.0,OWNER,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L
05375.*A,AIRPORT,IND,5/31/12,AGL,CHI,IN,INDIANA,MARION,IN,INDIANAPOLIS,INDIANAPOLIS INTL,PU,PU,INDIANAPOLIS AIRPORT AUTH,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",    317-487-9594,JOHN CLARK,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",    317-487-9594,39-43-02.2769N,142982.2769N,086-17-40.7803W,310660.7803W,E,797,S,02W,1985,,ST LOUIS,7,SW,7700,ZID,ZCI,INDIANAPOLIS,,,,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,IND,Y,4/1/40,O,I D S 05/1973,NGPY3,NO OBJECTION,N,Y,N,Y,F,F,11082011,,100LLA    A1+,MAJOR,MAJOR,HIGH,HIGH,,SS-SR,Y,122.95,,N,CG,,,20,16,51,3,,1,,97732,,49795,0,17582,1249,10/31/11,FAA,00:00.0,NGS,00:00.0,,TIE,CARGO,Y-L
05412.*A,AIRPORT,LAF,5/31/12,AGL,CHI,IN,INDIANA,TIPPECANOE,IN,LAFAYETTE,PURDUE UNIVERSITY,PU,PU,PURDUE UNIVERSITY,TRML BLDG ROOM 201,"WEST LAFAYETTE, IN 47907",    765-743-3442,B. STANSBURY,TRML BLDG ROOM 201,"WEST LAFAYETTE, IN 47907",    765-743-3442,40-24-44.3000N,145484.3000N,086-56-12.8000W,312972.8000W,E,606,S,01W,1985,1000,CHICAGO,2,SW,527,ZAU,ZCG,CHICAGO,,,,N,DCA,LEESBURG,1-703-723-4588,1-800-WX-BRIEF,,,,LAF,Y,4/1/40,O,IV A U 11/1972,NGY,NO OBJECTION,N,N,N,Y,F,F,11172011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.6,N,CG,N,,66,12,2,3,,,,23,,489,62662,32371,145,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AMB,AVNCS,CHTR,RNTL,SALES",Y-L
